ocel_id;ocel_time;ocel_changed_field;p_mass[kg];p_material[EN10130:2006];s_co2e[kg]
o_formedpart_1;2023-04-03 07:55:25;;?;DC01;0
o_formedpart_5;2023-04-03 07:55:50;;?;DC01;0
o_formedpart_1;2023-04-03 07:56:00;p_mass[kg];0.02114;;
o_formedpart_4;2023-04-03 07:56:01;;?;DC01;0
o_formedpart_6;2023-04-03 07:56:01;;?;DC01;0
o_formedpart_8;2023-04-03 07:56:02;;?;DC01;0
o_formedpart_5;2023-04-03 07:56:25;p_mass[kg];0.02123;;
o_formedpart_3;2023-04-03 07:56:26;;?;DC01;0
o_formedpart_2;2023-04-03 07:56:32;;?;DC01;0
o_formedpart_7;2023-04-03 07:56:33;;?;DC01;0
o_formedpart_4;2023-04-03 07:56:36;p_mass[kg];0.02126;;
o_formedpart_6;2023-04-03 07:56:36;p_mass[kg];0.02114;;
o_formedpart_8;2023-04-03 07:56:37;p_mass[kg];0.02122;;
o_formedpart_10;2023-04-03 07:56:38;;?;DC01;0
o_formedpart_16;2023-04-03 07:56:43;;?;DC01;0
o_formedpart_9;2023-04-03 07:56:57;;?;DC01;0
o_formedpart_3;2023-04-03 07:57:01;p_mass[kg];0.02117;;
o_formedpart_14;2023-04-03 07:57:03;;?;DC01;0
o_formedpart_15;2023-04-03 07:57:05;;?;DC01;0
o_formedpart_2;2023-04-03 07:57:06;p_mass[kg];0.02099;;
o_formedpart_7;2023-04-03 07:57:08;p_mass[kg];0.02129;;
o_formedpart_10;2023-04-03 07:57:14;p_mass[kg];0.02102;;
o_formedpart_18;2023-04-03 07:57:14;;?;DC01;0
o_formedpart_16;2023-04-03 07:57:18;p_mass[kg];0.02112;;
o_formedpart_11;2023-04-03 07:57:30;;?;DC01;0
o_formedpart_9;2023-04-03 07:57:31;p_mass[kg];0.0212;;
o_formedpart_13;2023-04-03 07:57:32;;?;DC01;0
o_formedpart_14;2023-04-03 07:57:38;p_mass[kg];0.02116;;
o_formedpart_15;2023-04-03 07:57:40;p_mass[kg];0.02112;;
o_formedpart_12;2023-04-03 07:57:45;;?;DC01;0
o_formedpart_18;2023-04-03 07:57:49;p_mass[kg];0.02112;;
o_formedpart_19;2023-04-03 07:57:53;;?;DC01;0
o_formedpart_21;2023-04-03 07:57:55;;?;DC01;0
o_formedpart_25;2023-04-03 07:57:56;;?;DC01;0
o_formedpart_11;2023-04-03 07:58:05;p_mass[kg];0.02108;;
o_formedpart_13;2023-04-03 07:58:07;p_mass[kg];0.0213;;
o_formedpart_23;2023-04-03 07:58:09;;?;DC01;0
o_formedpart_24;2023-04-03 07:58:10;;?;DC01;0
o_formedpart_20;2023-04-03 07:58:15;;?;DC01;0
o_formedpart_12;2023-04-03 07:58:20;p_mass[kg];0.02109;;
o_formedpart_22;2023-04-03 07:58:21;;?;DC01;0
o_formedpart_19;2023-04-03 07:58:28;p_mass[kg];0.02135;;
o_formedpart_21;2023-04-03 07:58:30;p_mass[kg];0.02103;;
o_formedpart_25;2023-04-03 07:58:31;p_mass[kg];0.02093;;
o_formedpart_17;2023-04-03 07:58:32;;?;DC01;0
o_formedpart_23;2023-04-03 07:58:44;p_mass[kg];0.02113;;
o_formedpart_24;2023-04-03 07:58:45;p_mass[kg];0.02138;;
o_formedpart_27;2023-04-03 07:58:47;;?;DC01;0
o_formedpart_20;2023-04-03 07:58:49;p_mass[kg];0.02121;;
o_formedpart_29;2023-04-03 07:58:50;;?;DC01;0
o_formedpart_30;2023-04-03 07:58:53;;?;DC01;0
o_formedpart_22;2023-04-03 07:58:56;p_mass[kg];0.02107;;
o_formedpart_17;2023-04-03 07:59:07;p_mass[kg];0.02095;;
o_formedpart_31;2023-04-03 07:59:08;;?;DC01;0
o_formedpart_33;2023-04-03 07:59:11;;?;DC01;0
o_formedpart_28;2023-04-03 07:59:12;;?;DC01;0
o_formedpart_34;2023-04-03 07:59:12;;?;DC01;0
o_formedpart_36;2023-04-03 07:59:14;;?;DC01;0
o_formedpart_32;2023-04-03 07:59:14;;?;DC01;0
o_formedpart_26;2023-04-03 07:59:17;;?;DC01;0
o_formedpart_27;2023-04-03 07:59:23;p_mass[kg];0.02131;;
o_formedpart_29;2023-04-03 07:59:25;p_mass[kg];0.02116;;
o_formedpart_38;2023-04-03 07:59:26;;?;DC01;0
o_formedpart_30;2023-04-03 07:59:28;p_mass[kg];0.02116;;
o_formedpart_35;2023-04-03 07:59:35;;?;DC01;0
o_formedpart_31;2023-04-03 07:59:43;p_mass[kg];0.02114;;
o_formedpart_41;2023-04-03 07:59:44;;?;DC01;0
o_formedpart_33;2023-04-03 07:59:45;p_mass[kg];0.02117;;
o_formedpart_37;2023-04-03 07:59:46;;?;DC01;0
o_formedpart_28;2023-04-03 07:59:47;p_mass[kg];0.02127;;
o_formedpart_34;2023-04-03 07:59:47;p_mass[kg];0.02116;;
o_formedpart_36;2023-04-03 07:59:49;p_mass[kg];0.02121;;
o_formedpart_32;2023-04-03 07:59:50;p_mass[kg];0.02104;;
o_formedpart_26;2023-04-03 07:59:52;p_mass[kg];0.02112;;
o_formedpart_39;2023-04-03 07:59:52;;?;DC01;0
o_formedpart_42;2023-04-03 07:59:57;;?;DC01;0
o_formedpart_38;2023-04-03 08:00:01;p_mass[kg];0.02122;;
o_formedpart_35;2023-04-03 08:00:10;p_mass[kg];0.02094;;
o_formedpart_45;2023-04-03 08:00:13;;?;DC01;0
o_formedpart_41;2023-04-03 08:00:20;p_mass[kg];0.02115;;
o_formedpart_37;2023-04-03 08:00:21;p_mass[kg];0.0211;;
o_formedpart_39;2023-04-03 08:00:27;p_mass[kg];0.02121;;
o_formedpart_42;2023-04-03 08:00:32;p_mass[kg];0.02107;;
o_formedpart_43;2023-04-03 08:00:32;;?;DC01;0
o_formedpart_40;2023-04-03 08:00:33;;?;DC01;0
o_formedpart_45;2023-04-03 08:00:48;p_mass[kg];0.0212;;
o_formedpart_46;2023-04-03 08:00:59;;?;DC01;0
o_formedpart_49;2023-04-03 08:00:59;;?;DC01;0
o_formedpart_48;2023-04-03 08:01:02;;?;DC01;0
o_formedpart_44;2023-04-03 08:01:04;;?;DC01;0
o_formedpart_54;2023-04-03 08:01:06;;?;DC01;0
o_formedpart_43;2023-04-03 08:01:07;p_mass[kg];0.02126;;
o_formedpart_40;2023-04-03 08:01:09;p_mass[kg];0.02087;;
o_formedpart_47;2023-04-03 08:01:22;;?;DC01;0
o_formedpart_51;2023-04-03 08:01:24;;?;DC01;0
o_formedpart_52;2023-04-03 08:01:26;;?;DC01;0
o_formedpart_50;2023-04-03 08:01:29;;?;DC01;0
o_formedpart_53;2023-04-03 08:01:33;;?;DC01;0
o_formedpart_46;2023-04-03 08:01:34;p_mass[kg];0.02116;;
o_formedpart_49;2023-04-03 08:01:34;p_mass[kg];0.02106;;
o_formedpart_48;2023-04-03 08:01:37;p_mass[kg];0.02096;;
o_formedpart_44;2023-04-03 08:01:39;p_mass[kg];0.02125;;
o_formedpart_54;2023-04-03 08:01:41;p_mass[kg];0.02127;;
o_formedpart_55;2023-04-03 08:01:48;;?;DC01;0
o_formedpart_47;2023-04-03 08:01:57;p_mass[kg];0.02117;;
o_formedpart_57;2023-04-03 08:01:58;;?;DC01;0
o_formedpart_51;2023-04-03 08:02:00;p_mass[kg];0.02103;;
o_formedpart_52;2023-04-03 08:02:02;p_mass[kg];0.02111;;
o_formedpart_50;2023-04-03 08:02:04;p_mass[kg];0.02112;;
o_formedpart_61;2023-04-03 08:02:06;;?;DC01;0
o_formedpart_53;2023-04-03 08:02:08;p_mass[kg];0.02114;;
o_formedpart_59;2023-04-03 08:02:20;;?;DC01;0
o_formedpart_55;2023-04-03 08:02:23;p_mass[kg];0.02114;;
o_formedpart_57;2023-04-03 08:02:33;p_mass[kg];0.02085;;
o_formedpart_58;2023-04-03 08:02:34;;?;DC01;0
o_formedpart_61;2023-04-03 08:02:41;p_mass[kg];0.02109;;
o_formedpart_66;2023-04-03 08:02:51;;?;DC01;0
o_formedpart_64;2023-04-03 08:02:54;;?;DC01;0
o_formedpart_59;2023-04-03 08:02:55;p_mass[kg];0.02114;;
o_formedpart_62;2023-04-03 08:02:56;;?;DC01;0
o_formedpart_56;2023-04-03 08:03:00;;?;DC01;0
o_formedpart_60;2023-04-03 08:03:05;;?;DC01;0
o_formedpart_65;2023-04-03 08:03:08;;?;DC01;0
o_formedpart_72;2023-04-03 08:03:08;;?;DC01;0
o_formedpart_58;2023-04-03 08:03:08;p_mass[kg];0.02122;;
o_formedpart_63;2023-04-03 08:03:20;;?;DC01;0
o_formedpart_66;2023-04-03 08:03:25;p_mass[kg];0.02109;;
o_formedpart_64;2023-04-03 08:03:29;p_mass[kg];0.02115;;
o_formedpart_70;2023-04-03 08:03:30;;?;DC01;0
o_formedpart_62;2023-04-03 08:03:31;p_mass[kg];0.02124;;
o_formedpart_56;2023-04-03 08:03:35;p_mass[kg];0.02123;;
o_formedpart_68;2023-04-03 08:03:39;;?;DC01;0
o_formedpart_60;2023-04-03 08:03:40;p_mass[kg];0.0212;;
o_formedpart_65;2023-04-03 08:03:43;p_mass[kg];0.02105;;
o_formedpart_72;2023-04-03 08:03:43;p_mass[kg];0.02129;;
o_formedpart_69;2023-04-03 08:03:51;;?;DC01;0
o_formedpart_73;2023-04-03 08:03:52;;?;DC01;0
o_formedpart_63;2023-04-03 08:03:55;p_mass[kg];0.0212;;
o_formedpart_67;2023-04-03 08:03:59;;?;DC01;0
o_formedpart_71;2023-04-03 08:04:01;;?;DC01;0
o_formedpart_70;2023-04-03 08:04:05;p_mass[kg];0.02125;;
o_formedpart_78;2023-04-03 08:04:05;;?;DC01;0
o_formedpart_74;2023-04-03 08:04:06;;?;DC01;0
o_formedpart_77;2023-04-03 08:04:07;;?;DC01;0
o_formedpart_75;2023-04-03 08:04:09;;?;DC01;0
o_formedpart_68;2023-04-03 08:04:14;p_mass[kg];0.02104;;
o_formedpart_76;2023-04-03 08:04:16;;?;DC01;0
o_formedpart_69;2023-04-03 08:04:26;p_mass[kg];0.02121;;
o_formedpart_73;2023-04-03 08:04:27;p_mass[kg];0.02088;;
o_formedpart_80;2023-04-03 08:04:28;;?;DC01;0
o_formedpart_67;2023-04-03 08:04:34;p_mass[kg];0.02101;;
o_formedpart_71;2023-04-03 08:04:36;p_mass[kg];0.02105;;
o_formedpart_81;2023-04-03 08:04:38;;?;DC01;0
o_formedpart_78;2023-04-03 08:04:40;p_mass[kg];0.02116;;
o_formedpart_74;2023-04-03 08:04:40;p_mass[kg];0.02099;;
o_formedpart_77;2023-04-03 08:04:41;p_mass[kg];0.02098;;
o_formedpart_75;2023-04-03 08:04:45;p_mass[kg];0.02108;;
o_formedpart_85;2023-04-03 08:04:48;;?;DC01;0
o_formedpart_76;2023-04-03 08:04:50;p_mass[kg];0.02103;;
o_formedpart_82;2023-04-03 08:05:01;;?;DC01;0
o_formedpart_80;2023-04-03 08:05:03;p_mass[kg];0.02117;;
o_formedpart_79;2023-04-03 08:05:05;;?;DC01;0
o_formedpart_81;2023-04-03 08:05:13;p_mass[kg];0.02097;;
o_formedpart_83;2023-04-03 08:05:14;;?;DC01;0
o_formedpart_84;2023-04-03 08:05:17;;?;DC01;0
o_formedpart_85;2023-04-03 08:05:23;p_mass[kg];0.02128;;
o_formedpart_86;2023-04-03 08:05:24;;?;DC01;0
o_formedpart_88;2023-04-03 08:05:28;;?;DC01;0
o_formedpart_89;2023-04-03 08:05:30;;?;DC01;0
o_formedpart_82;2023-04-03 08:05:36;p_mass[kg];0.0212;;
o_formedpart_94;2023-04-03 08:05:40;;?;DC01;0
o_formedpart_79;2023-04-03 08:05:40;p_mass[kg];0.02119;;
o_formedpart_83;2023-04-03 08:05:49;p_mass[kg];0.02106;;
o_formedpart_84;2023-04-03 08:05:52;p_mass[kg];0.02123;;
o_formedpart_96;2023-04-03 08:05:57;;?;DC01;0
o_formedpart_86;2023-04-03 08:05:59;p_mass[kg];0.02097;;
o_formedpart_91;2023-04-03 08:06:03;;?;DC01;0
o_formedpart_88;2023-04-03 08:06:03;p_mass[kg];0.02122;;
o_formedpart_95;2023-04-03 08:06:03;;?;DC01;0
o_formedpart_89;2023-04-03 08:06:05;p_mass[kg];0.02124;;
o_formedpart_93;2023-04-03 08:06:07;;?;DC01;0
o_formedpart_92;2023-04-03 08:06:13;;?;DC01;0
o_formedpart_94;2023-04-03 08:06:15;p_mass[kg];0.02096;;
o_formedpart_99;2023-04-03 08:06:16;;?;DC01;0
o_formedpart_100;2023-04-03 08:06:23;;?;DC01;0
o_formedpart_90;2023-04-03 08:06:26;;?;DC01;0
o_formedpart_96;2023-04-03 08:06:32;p_mass[kg];0.02109;;
o_formedpart_97;2023-04-03 08:06:36;;?;DC01;0
o_formedpart_91;2023-04-03 08:06:38;p_mass[kg];0.02108;;
o_formedpart_95;2023-04-03 08:06:38;p_mass[kg];0.02109;;
o_formedpart_93;2023-04-03 08:06:42;p_mass[kg];0.02106;;
o_formedpart_92;2023-04-03 08:06:48;p_mass[kg];0.02117;;
o_formedpart_98;2023-04-03 08:06:49;;?;DC01;0
o_formedpart_99;2023-04-03 08:06:51;p_mass[kg];0.02123;;
o_formedpart_87;2023-04-03 08:06:53;;?;DC01;0
o_formedpart_100;2023-04-03 08:06:58;p_mass[kg];0.02116;;
o_formedpart_90;2023-04-03 08:07:01;p_mass[kg];0.0209;;
o_formedpart_97;2023-04-03 08:07:11;p_mass[kg];0.02109;;
o_formedpart_103;2023-04-03 08:07:14;;?;DC01;0
o_formedpart_106;2023-04-03 08:07:22;;?;DC01;0
o_formedpart_102;2023-04-03 08:07:23;;?;DC01;0
o_formedpart_107;2023-04-03 08:07:23;;?;DC01;0
o_formedpart_98;2023-04-03 08:07:24;p_mass[kg];0.02121;;
o_formedpart_105;2023-04-03 08:07:27;;?;DC01;0
o_formedpart_87;2023-04-03 08:07:28;p_mass[kg];0.02125;;
o_formedpart_101;2023-04-03 08:07:35;;?;DC01;0
o_formedpart_104;2023-04-03 08:07:35;;?;DC01;0
o_formedpart_110;2023-04-03 08:07:35;;?;DC01;0
o_formedpart_109;2023-04-03 08:07:36;;?;DC01;0
o_formedpart_108;2023-04-03 08:07:45;;?;DC01;0
o_formedpart_103;2023-04-03 08:07:49;p_mass[kg];0.02082;;
o_formedpart_112;2023-04-03 08:07:53;;?;DC01;0
o_formedpart_106;2023-04-03 08:07:57;p_mass[kg];0.02112;;
o_formedpart_102;2023-04-03 08:07:58;p_mass[kg];0.02105;;
o_formedpart_107;2023-04-03 08:07:58;p_mass[kg];0.02107;;
o_formedpart_113;2023-04-03 08:07:59;;?;DC01;0
o_formedpart_105;2023-04-03 08:08:02;p_mass[kg];0.02114;;
o_formedpart_104;2023-04-03 08:08:10;p_mass[kg];0.02122;;
o_formedpart_101;2023-04-03 08:08:10;p_mass[kg];0.02124;;
o_formedpart_110;2023-04-03 08:08:11;p_mass[kg];0.02113;;
o_formedpart_109;2023-04-03 08:08:11;p_mass[kg];0.02113;;
o_formedpart_117;2023-04-03 08:08:14;;?;DC01;0
o_formedpart_114;2023-04-03 08:08:16;;?;DC01;0
o_formedpart_108;2023-04-03 08:08:21;p_mass[kg];0.02111;;
o_formedpart_112;2023-04-03 08:08:28;p_mass[kg];0.02123;;
o_formedpart_113;2023-04-03 08:08:34;p_mass[kg];0.02114;;
o_formedpart_119;2023-04-03 08:08:47;;?;DC01;0
o_formedpart_115;2023-04-03 08:08:48;;?;DC01;0
o_formedpart_117;2023-04-03 08:08:49;p_mass[kg];0.02125;;
o_formedpart_114;2023-04-03 08:08:52;p_mass[kg];0.02104;;
o_formedpart_111;2023-04-03 08:08:53;;?;DC01;0
o_formedpart_121;2023-04-03 08:09:05;;?;DC01;0
o_formedpart_126;2023-04-03 08:09:18;;?;DC01;0
o_formedpart_124;2023-04-03 08:09:20;;?;DC01;0
o_formedpart_118;2023-04-03 08:09:20;;?;DC01;0
o_formedpart_119;2023-04-03 08:09:22;p_mass[kg];0.02126;;
o_formedpart_115;2023-04-03 08:09:23;p_mass[kg];0.02136;;
o_formedpart_123;2023-04-03 08:09:26;;?;DC01;0
o_formedpart_111;2023-04-03 08:09:28;p_mass[kg];0.02116;;
o_formedpart_122;2023-04-03 08:09:28;;?;DC01;0
o_formedpart_120;2023-04-03 08:09:32;;?;DC01;0
o_formedpart_125;2023-04-03 08:09:38;;?;DC01;0
o_formedpart_116;2023-04-03 08:09:40;;?;DC01;0
o_formedpart_121;2023-04-03 08:09:40;p_mass[kg];0.02145;;
o_formedpart_128;2023-04-03 08:09:52;;?;DC01;0
o_formedpart_126;2023-04-03 08:09:53;p_mass[kg];0.02135;;
o_formedpart_124;2023-04-03 08:09:55;p_mass[kg];0.02117;;
o_formedpart_118;2023-04-03 08:09:55;p_mass[kg];0.02112;;
o_formedpart_130;2023-04-03 08:09:55;;?;DC01;0
o_formedpart_123;2023-04-03 08:10:01;p_mass[kg];0.02098;;
o_formedpart_129;2023-04-03 08:10:02;;?;DC01;0
o_formedpart_122;2023-04-03 08:10:03;p_mass[kg];0.02103;;
o_formedpart_120;2023-04-03 08:10:07;p_mass[kg];0.02122;;
o_formedpart_125;2023-04-03 08:10:13;p_mass[kg];0.02113;;
o_formedpart_116;2023-04-03 08:10:14;p_mass[kg];0.02124;;
o_formedpart_136;2023-04-03 08:10:20;;?;DC01;0
o_formedpart_128;2023-04-03 08:10:27;p_mass[kg];0.02112;;
o_formedpart_130;2023-04-03 08:10:31;p_mass[kg];0.0211;;
o_formedpart_135;2023-04-03 08:10:35;;?;DC01;0
o_formedpart_129;2023-04-03 08:10:37;p_mass[kg];0.02119;;
o_formedpart_141;2023-04-03 08:10:42;;?;DC01;0
o_formedpart_127;2023-04-03 08:10:47;;?;DC01;0
o_formedpart_131;2023-04-03 08:10:48;;?;DC01;0
o_formedpart_138;2023-04-03 08:10:52;;?;DC01;0
o_formedpart_133;2023-04-03 08:10:55;;?;DC01;0
o_formedpart_136;2023-04-03 08:10:55;p_mass[kg];0.02117;;
o_formedpart_135;2023-04-03 08:11:10;p_mass[kg];0.02114;;
o_formedpart_142;2023-04-03 08:11:11;;?;DC01;0
o_formedpart_132;2023-04-03 08:11:13;;?;DC01;0
o_formedpart_139;2023-04-03 08:11:14;;?;DC01;0
o_formedpart_141;2023-04-03 08:11:17;p_mass[kg];0.02115;;
o_formedpart_140;2023-04-03 08:11:19;;?;DC01;0
o_formedpart_137;2023-04-03 08:11:19;;?;DC01;0
o_formedpart_127;2023-04-03 08:11:22;p_mass[kg];0.02126;;
o_formedpart_143;2023-04-03 08:11:22;;?;DC01;0
o_formedpart_131;2023-04-03 08:11:23;p_mass[kg];0.0211;;
o_formedpart_138;2023-04-03 08:11:27;p_mass[kg];0.02116;;
o_formedpart_133;2023-04-03 08:11:30;p_mass[kg];0.02134;;
o_formedpart_144;2023-04-03 08:11:36;;?;DC01;0
o_formedpart_134;2023-04-03 08:11:37;;?;DC01;0
o_formedpart_142;2023-04-03 08:11:46;p_mass[kg];0.02138;;
o_formedpart_132;2023-04-03 08:11:48;p_mass[kg];0.0211;;
o_formedpart_148;2023-04-03 08:11:48;;?;DC01;0
o_formedpart_151;2023-04-03 08:11:48;;?;DC01;0
o_formedpart_139;2023-04-03 08:11:49;p_mass[kg];0.02108;;
o_formedpart_140;2023-04-03 08:11:54;p_mass[kg];0.02116;;
o_formedpart_137;2023-04-03 08:11:55;p_mass[kg];0.02126;;
o_formedpart_150;2023-04-03 08:11:57;;?;DC01;0
o_formedpart_143;2023-04-03 08:11:57;p_mass[kg];0.02109;;
o_formedpart_147;2023-04-03 08:12:09;;?;DC01;0
o_formedpart_144;2023-04-03 08:12:11;p_mass[kg];0.0212;;
o_formedpart_146;2023-04-03 08:12:11;;?;DC01;0
o_formedpart_134;2023-04-03 08:12:13;p_mass[kg];0.02106;;
o_formedpart_145;2023-04-03 08:12:17;;?;DC01;0
o_formedpart_154;2023-04-03 08:12:20;;?;DC01;0
o_formedpart_151;2023-04-03 08:12:23;p_mass[kg];0.021;;
o_formedpart_148;2023-04-03 08:12:23;p_mass[kg];0.02131;;
o_formedpart_153;2023-04-03 08:12:26;;?;DC01;0
o_formedpart_150;2023-04-03 08:12:32;p_mass[kg];0.0211;;
o_formedpart_149;2023-04-03 08:12:33;;?;DC01;0
o_formedpart_155;2023-04-03 08:12:40;;?;DC01;0
o_formedpart_147;2023-04-03 08:12:43;p_mass[kg];0.02091;;
o_formedpart_146;2023-04-03 08:12:46;p_mass[kg];0.02121;;
o_formedpart_145;2023-04-03 08:12:52;p_mass[kg];0.02131;;
o_formedpart_154;2023-04-03 08:12:56;p_mass[kg];0.02099;;
o_formedpart_153;2023-04-03 08:13:01;p_mass[kg];0.02113;;
o_formedpart_156;2023-04-03 08:13:02;;?;DC01;0
o_formedpart_157;2023-04-03 08:13:03;;?;DC01;0
o_formedpart_149;2023-04-03 08:13:08;p_mass[kg];0.0212;;
o_formedpart_152;2023-04-03 08:13:11;;?;DC01;0
o_formedpart_155;2023-04-03 08:13:15;p_mass[kg];0.02114;;
o_formedpart_165;2023-04-03 08:13:21;;?;DC01;0
o_formedpart_158;2023-04-03 08:13:26;;?;DC01;0
o_formedpart_160;2023-04-03 08:13:29;;?;DC01;0
o_formedpart_161;2023-04-03 08:13:34;;?;DC01;0
o_formedpart_163;2023-04-03 08:13:35;;?;DC01;0
o_formedpart_156;2023-04-03 08:13:37;p_mass[kg];0.02117;;
o_formedpart_157;2023-04-03 08:13:38;p_mass[kg];0.02118;;
o_formedpart_152;2023-04-03 08:13:46;p_mass[kg];0.02119;;
o_formedpart_159;2023-04-03 08:13:50;;?;DC01;0
o_formedpart_165;2023-04-03 08:13:56;p_mass[kg];0.02137;;
o_formedpart_167;2023-04-03 08:13:58;;?;DC01;0
o_formedpart_166;2023-04-03 08:14:00;;?;DC01;0
o_formedpart_158;2023-04-03 08:14:01;p_mass[kg];0.0212;;
o_formedpart_160;2023-04-03 08:14:04;p_mass[kg];0.02135;;
o_formedpart_164;2023-04-03 08:14:08;;?;DC01;0
o_formedpart_161;2023-04-03 08:14:09;p_mass[kg];0.02124;;
o_formedpart_163;2023-04-03 08:14:10;p_mass[kg];0.02112;;
o_formedpart_162;2023-04-03 08:14:13;;?;DC01;0
o_formedpart_169;2023-04-03 08:14:13;;?;DC01;0
o_formedpart_159;2023-04-03 08:14:25;p_mass[kg];0.02098;;
o_formedpart_172;2023-04-03 08:14:28;;?;DC01;0
o_formedpart_167;2023-04-03 08:14:33;p_mass[kg];0.02114;;
o_formedpart_171;2023-04-03 08:14:34;;?;DC01;0
o_formedpart_166;2023-04-03 08:14:35;p_mass[kg];0.0212;;
o_formedpart_175;2023-04-03 08:14:43;;?;DC01;0
o_formedpart_164;2023-04-03 08:14:43;p_mass[kg];0.02127;;
o_formedpart_173;2023-04-03 08:14:43;;?;DC01;0
o_formedpart_169;2023-04-03 08:14:48;p_mass[kg];0.02097;;
o_formedpart_162;2023-04-03 08:14:48;p_mass[kg];0.02112;;
o_formedpart_172;2023-04-03 08:15:03;p_mass[kg];0.02125;;
o_formedpart_171;2023-04-03 08:15:09;p_mass[kg];0.02109;;
o_formedpart_168;2023-04-03 08:15:12;;?;DC01;0
o_formedpart_178;2023-04-03 08:15:16;;?;DC01;0
o_formedpart_179;2023-04-03 08:15:16;;?;DC01;0
o_formedpart_174;2023-04-03 08:15:18;;?;DC01;0
o_formedpart_173;2023-04-03 08:15:18;p_mass[kg];0.0213;;
o_formedpart_175;2023-04-03 08:15:18;p_mass[kg];0.0212;;
o_formedpart_170;2023-04-03 08:15:20;;?;DC01;0
o_formedpart_180;2023-04-03 08:15:29;;?;DC01;0
o_formedpart_183;2023-04-03 08:15:31;;?;DC01;0
o_formedpart_176;2023-04-03 08:15:41;;?;DC01;0
o_formedpart_181;2023-04-03 08:15:42;;?;DC01;0
o_formedpart_168;2023-04-03 08:15:47;p_mass[kg];0.0212;;
o_formedpart_178;2023-04-03 08:15:51;p_mass[kg];0.02117;;
o_formedpart_179;2023-04-03 08:15:51;p_mass[kg];0.0211;;
o_formedpart_177;2023-04-03 08:15:53;;?;DC01;0
o_formedpart_174;2023-04-03 08:15:53;p_mass[kg];0.02141;;
o_formedpart_170;2023-04-03 08:15:55;p_mass[kg];0.02101;;
o_formedpart_184;2023-04-03 08:15:55;;?;DC01;0
o_formedpart_185;2023-04-03 08:15:57;;?;DC01;0
o_formedpart_186;2023-04-03 08:16:01;;?;DC01;0
o_formedpart_180;2023-04-03 08:16:05;p_mass[kg];0.0212;;
o_formedpart_183;2023-04-03 08:16:06;p_mass[kg];0.02102;;
o_formedpart_176;2023-04-03 08:16:16;p_mass[kg];0.02106;;
o_formedpart_181;2023-04-03 08:16:17;p_mass[kg];0.02121;;
o_formedpart_190;2023-04-03 08:16:25;;?;DC01;0
o_formedpart_177;2023-04-03 08:16:27;p_mass[kg];0.02113;;
o_formedpart_184;2023-04-03 08:16:30;p_mass[kg];0.02134;;
o_formedpart_185;2023-04-03 08:16:32;p_mass[kg];0.02112;;
o_formedpart_187;2023-04-03 08:16:34;;?;DC01;0
o_formedpart_186;2023-04-03 08:16:36;p_mass[kg];0.02143;;
o_formedpart_192;2023-04-03 08:16:41;;?;DC01;0
o_formedpart_191;2023-04-03 08:16:46;;?;DC01;0
o_formedpart_182;2023-04-03 08:16:56;;?;DC01;0
o_formedpart_189;2023-04-03 08:16:58;;?;DC01;0
o_formedpart_190;2023-04-03 08:17:00;p_mass[kg];0.02106;;
o_formedpart_187;2023-04-03 08:17:08;p_mass[kg];0.02105;;
o_formedpart_192;2023-04-03 08:17:16;p_mass[kg];0.02112;;
o_formedpart_194;2023-04-03 08:17:17;;?;DC01;0
o_formedpart_191;2023-04-03 08:17:21;p_mass[kg];0.02113;;
o_formedpart_195;2023-04-03 08:17:23;;?;DC01;0
o_formedpart_182;2023-04-03 08:17:31;p_mass[kg];0.02097;;
o_formedpart_193;2023-04-03 08:17:31;;?;DC01;0
o_formedpart_189;2023-04-03 08:17:33;p_mass[kg];0.02107;;
o_formedpart_188;2023-04-03 08:17:47;;?;DC01;0
o_formedpart_194;2023-04-03 08:17:52;p_mass[kg];0.02124;;
o_formedpart_196;2023-04-03 08:17:58;;?;DC01;0
o_formedpart_195;2023-04-03 08:17:59;p_mass[kg];0.02108;;
o_formedpart_193;2023-04-03 08:18:06;p_mass[kg];0.02112;;
o_formedpart_198;2023-04-03 08:18:07;;?;DC01;0
o_formedpart_199;2023-04-03 08:18:09;;?;DC01;0
o_formedpart_188;2023-04-03 08:18:22;p_mass[kg];0.0211;;
o_formedpart_196;2023-04-03 08:18:33;p_mass[kg];0.02112;;
o_formedpart_197;2023-04-03 08:18:39;;?;DC01;0
o_formedpart_198;2023-04-03 08:18:42;p_mass[kg];0.02115;;
o_formedpart_199;2023-04-03 08:18:43;p_mass[kg];0.02147;;
o_formedpart_200;2023-04-03 08:18:46;;?;DC01;0
o_formedpart_201;2023-04-03 08:19:09;;?;DC01;0
o_formedpart_197;2023-04-03 08:19:14;p_mass[kg];0.02113;;
o_formedpart_200;2023-04-03 08:19:21;p_mass[kg];0.02104;;
o_formedpart_205;2023-04-03 08:19:24;;?;DC01;0
o_formedpart_203;2023-04-03 08:19:27;;?;DC01;0
o_formedpart_202;2023-04-03 08:19:44;;?;DC01;0
o_formedpart_201;2023-04-03 08:19:44;p_mass[kg];0.02122;;
o_formedpart_206;2023-04-03 08:19:54;;?;DC01;0
o_formedpart_205;2023-04-03 08:19:59;p_mass[kg];0.02121;;
o_formedpart_207;2023-04-03 08:20:01;;?;DC01;0
o_formedpart_203;2023-04-03 08:20:02;p_mass[kg];0.02108;;
o_formedpart_208;2023-04-03 08:20:08;;?;DC01;0
